XYDATA,PA,PE,PET,PP,PS,PVC
1098.262,0.0224418,2.01E-05,0.338989,0.0112016,0.0185466,0.051691
1099.2262,0.0226726,-8.86E-07,0.330614,0.0117951,0.0184052,0.0511765
1100.1904,0.0229099,-2.71E-05,0.321671,0.0123405,0.0182609,0.0505291
1101.1547,0.0231371,-6.70E-05,0.31233,0.0127416,0.0181063,0.0497262
1102.1189,0.0233454,-0.000125868,0.30278,0.0129139,0.0179408,0.0487511
1103.0831,0.0235364,-0.000202942,0.293225,0.0128116,0.017773,0.0475998
1104.0474,0.0237216,-0.000290063,0.283889,0.0124433,0.01762,0.0462844
1105.0116,0.0239165,-0.000375354,0.275018,0.0118673,0.0175004,0.0448319
1105.9758,0.0241333,-0.000449086,0.266887,0.0111718,0.0174256,0.0432792
1106.9401,0.0243759,-0.000508346,0.259798,0.0104472,0.0173949,0.0416684
1107.9043,0.0246387,-0.000557535,0.25405,0.00976465,0.0173953,0.040043
1108.8685,0.02491,-0.00060448,0.249902,0.00916517,0.0174058,0.0384466
1109.8328,0.0251785,-0.000654785,0.247497,0.00866162,0.0174046,0.0369211
1110.797,0.0254395,-0.000708089,0.246799,0.00824814,0.0173736,0.0355032
1111.7612,0.0256969,-0.000758538,0.247558,0.00791081,0.0173006,0.0342187
1112.7255,0.0259599,-0.000798853,0.249313,0.0076348,0.0171794,0.0330771
1113.6897,0.0262364,-0.000824958,0.251462,0.00740666,0.0170083,0.0320694
1114.6539,0.0265266,-0.000837976,0.253362,0.00721364,0.0167884,0.0311698
1115.6182,0.0268204,-0.00084262,0.254446,0.00704319,0.0165233,0.0303435
1116.5824,0.0270994,-0.0008439,0.254309,0.00688449,0.0162204,0.0295544
1117.5466,0.0273424,-0.00084518,0.25274,0.0067314,0.0158918,0.0287734
1118.5109,0.0275308,-0.000848974,0.249709,0.00658429,0.0155553,0.0279801
1119.4751,0.0276524,-0.000858953,0.245324,0.00644892,0.0152316,0.027163
1120.4393,0.0277023,-0.000880199,0.23978,0.00633267,0.0149402,0.0263166
1121.4036,0.0276823,-0.000916322,0.233322,0.00624057,0.0146939,0.0254398
1122.3678,0.0275989,-0.0009654,0.226221,0.00617363,0.0144963,0.0245348
1123.332,0.0274612,-0.00101861,0.218756,0.00613007,0.0143433,0.0236067
1124.2963,0.0272791,-0.0010638,0.211198,0.00610779,0.014227,0.0226604
1125.2605,0.0270614,-0.00109218,0.203793,0.00610558,0.01414,0.0216995
1126.2247,0.0268157,-0.00110328,0.196744,0.00612258,0.0140784,0.0207254
1127.189,0.0265488,-0.00110429,0.190196,0.00615695,0.0140417,0.0197418
1128.1532,0.0262681,-0.00110423,0.184227,0.00620578,0.014031,0.0187591
1129.1174,0.0259813,-0.00110723,0.178854,0.00626687,0.0140477,0.0177975
1130.0817,0.0256949,-0.00111008,0.174031,0.00634093,0.014092,0.0168834
1131.0459,0.0254106,-0.00110533,0.169673,0.00643227,0.0141617,0.016041
1132.0101,0.0251239,-0.00108709,0.165663,0.00654733,0.0142525,0.0152835
1132.9744,0.0248246,-0.001055,0.161872,0.00669228,0.0143584,0.0146101
1133.9386,0.0245008,-0.00101391,0.15817,0.00687187,0.0144743,0.0140104
1134.9028,0.0241429,-0.000970402,0.154438,0.00709032,0.0145993,0.0134728
1135.8671,0.0237481,-0.000929314,0.150573,0.00735339,0.014738,0.0129914
1136.8313,0.0233211,-0.00089246,0.14649,0.00766935,0.0148997,0.012567
1137.7955,0.0228738,-0.000859381,0.142119,0.00804773,0.0150947,0.0122025
1138.7598,0.0224232,-0.00082859,0.137416,0.00849641,0.0153308,0.0118982
1139.724,0.0219889,-0.000798228,0.132361,0.00901893,0.0156107,0.0116486
1140.6882,0.0215902,-0.000766328,0.126965,0.00961383,0.0159339,0.0114447
1141.6525,0.0212425,-0.000731396,0.12127,0.0102765,0.0162992,0.0112777
1142.6167,0.020955,-0.000693223,0.115347,0.0110028,0.0167089,0.011142
1143.5809,0.0207302,-0.000653064,0.109285,0.0117919,0.0171725,0.0110365
1144.5452,0.0205654,-0.000612612,0.103178,0.0126484,0.0177098,0.0109638
1145.5094,0.020456,-0.000572509,0.0971207,0.0135795,0.0183525,0.0109276
1146.4736,0.0203976,-0.000531862,0.0911945,0.0145889,0.0191423,0.0109315
1147.4379,0.0203861,-0.00048943,0.0854683,0.0156684,0.0201205,0.0109757
1148.4021,0.020415,-0.000445382,0.079995,0.01679,0.0213096,0.0110565
1149.3663,0.0204743,-0.000401595,0.0748134,0.017905,0.0226907,0.011166
1150.3306,0.0205514,-0.000359635,0.0699516,0.0189526,0.0241862,0.0112961
1151.2948,0.0206355,-0.000317931,0.0654337,0.0198776,0.0256582,0.0114432
1152.259,0.0207215,-0.000271039,0.0612854,0.0206517,0.0269297,0.0116135
1153.2233,0.0208112,-0.000212552,0.0575375,0.0212878,0.0278242,0.0118232
1154.1875,0.0209096,-0.000140144,0.0542224,0.0218425,0.0282109,0.0120948
1155.1517,0.0210189,-5.89E-05,0.0513674,0.0224025,0.0280406,0.0124503
1156.116,0.0211345,2.01E-05,0.0489862,0.0230636,0.0273584,0.0129058
1157.0802,0.0212461,8.56E-05,0.0470747,0.0239086,0.0262897,0.0134687
1158.0444,0.0213437,0.000132112,0.0456141,0.024995,0.0250062,0.0141389
1159.0087,0.0214231,0.000162947,0.0445791,0.0263532,0.0236833,0.0149095
1159.9729,0.0214889,0.00018668,0.0439511,0.0279924,0.0224641,0.0157671
1160.9371,0.0215509,0.000211349,0.0437295,0.0299061,0.0214381,0.0166893
1161.9014,0.0216182,0.000239591,0.0439407,0.0320695,0.0206397,0.0176438
1162.8656,0.021694,0.000267981,0.0446393,0.0344257,0.0200604,0.0185897
1163.8298,0.0217741,0.000290111,0.0459008,0.0368672,0.0196679,0.0194838
1164.7941,0.0218504,0.000300536,0.0478019,0.0392231,0.0194239,0.020289
1165.7583,0.0219154,0.00029692,0.05039,0.0412665,0.0192953,0.0209821
1166.7225,0.0219658,0.000279893,0.0536492,0.0427481,0.0192586,0.0215579
1167.6868,0.0220026,0.000252191,0.0574716,0.0434528,0.0192995,0.0220277
1168.651,0.0220297,0.000218593,0.0616499,0.04326,0.0194115,0.0224143
1169.6152,0.0220512,0.000186486,0.0658964,0.0421836,0.0195953,0.022745
1170.5795,0.0220708,0.000165355,0.0698865,0.0403732,0.01986,0.0230458
1171.5437,0.0220911,0.000163926,0.0733138,0.0380751,0.0202245,0.0233378
1172.5079,0.0221145,0.00018574,0.0759411,0.035572,0.0207176,0.0236374
1173.4722,0.0221434,0.000225875,0.0776339,0.0331237,0.0213733,0.0239573
1174.4364,0.0221795,0.000271405,0.0783687,0.0309321,0.0222198,0.0243088
1175.4006,0.0222234,0.000305873,0.0782174,0.0291323,0.0232621,0.0247024
1176.3649,0.0222744,0.000315309,0.0773169,0.0278019,0.0244633,0.0251475
1177.3291,0.0223303,0.00029254,0.0758365,0.0269651,0.0257344,0.0256511
1178.2933,0.0223886,0.000238205,0.0739551,0.0265803,0.0269388,0.0262181
1179.2576,0.022448,0.000159288,0.0718514,0.0265164,0.0279183,0.0268524
1180.2218,0.0225094,6.69E-05,0.0697021,0.0265428,0.0285336,0.02756
1181.186,0.0225761,-2.57E-05,0.0676791,0.0263624,0.0287062,0.0283503
1182.1503,0.0226528,-0.000105765,0.0659404,0.0256946,0.028442,0.0292337
1183.1145,0.0227428,-0.000163971,0.0646167,0.024377,0.0278261,0.0302164
1184.0787,0.0228464,-0.000197677,0.0637981,0.0224342,0.0269917,0.031294
1185.043,0.0229606,-0.000211758,0.0635285,0.0200715,0.0260801,0.0324482
1186.0072,0.0230808,-0.000215888,0.0638085,0.0175968,0.0252076,0.0336501
1186.9714,0.0232049,-0.000219011,0.0646062,0.0153092,0.0244497,0.0348684
1187.9357,0.0233354,-0.000224168,0.0658719,0.013408,0.0238412,0.0360779
1188.8999,0.02348,-0.000227121,0.0675503,0.0119585,0.0233854,0.0372638
1189.8641,0.0236487,-0.000219786,0.0695882,0.0109166,0.0230666,0.0384188
1190.8284,0.0238493,-0.000196078,0.0719355,0.0101852,0.0228595,0.0395357
1191.7926,0.0240841,-0.00015608,0.0745427,0.00966621,0.0227353,0.0406008
1192.7568,0.0243496,-0.0001059,0.0773603,0.00928738,0.0226638,0.0415929
1193.7211,0.0246392,-5.38E-05,0.0803425,0.00900259,0.0226161,0.0424875
1194.6853,0.0249463,-5.95E-06,0.0834527,0.00878213,0.0225662,0.0432645
1195.6495,0.0252668,3.59E-05,0.086667,0.00860544,0.0224942,0.0439122
1196.6138,0.0255999,7.27E-05,0.0899734,0.0084599,0.0223876,0.0444278
1197.578,0.0259461,0.000105707,0.0933675,0.00834105,0.0222406,0.0448149
1198.5422,0.0263068,0.000134835,0.0968476,0.00824975,0.0220532,0.0450805
1199.5065,0.0266829,0.000159137,0.100413,0.0081868,0.0218285,0.0452341
1200.4707,0.0270749,0.000178767,0.104067,0.00814951,0.0215719,0.0452877
1201.4349,0.0274832,0.000196107,0.107816,0.00813298,0.0212906,0.0452564
1202.3992,0.0279072,0.000215034,0.11167,0.00813429,0.0209945,0.0451569
1203.3634,0.0283451,0.000238938,0.115644,0.00815531,0.0206959,0.0450057
1204.3276,0.0287951,0.000269312,0.119751,0.00820161,0.0204086,0.0448188
1205.2919,0.029256,0.00030624,0.124004,0.00827871,0.0201453,0.0446117
1206.2561,0.0297298,0.00035041,0.128418,0.0083891,0.0199149,0.0444015
1207.2203,0.0302216,0.000404702,0.133015,0.00853221,0.0197214,0.0442068
1208.1846,0.0307392,0.000473426,0.137823,0.00870624,0.0195633,0.0440449
1209.1488,0.0312909,0.00055907,0.142871,0.00890966,0.0194349,0.0439283
1210.113,0.0318836,0.000658706,0.148188,0.00914111,0.0193284,0.0438608
1211.0773,0.0325225,0.000763063,0.153801,0.00939878,0.0192371,0.0438386
1212.0415,0.0332107,0.000859885,0.159736,0.00968088,0.0191574,0.0438555
1213.0057,0.0339504,0.000940092,0.166021,0.00998691,0.0190901,0.0439112
1213.97,0.034743,0.00100288,0.172694,0.0103174,0.0190395,0.0440204
1214.9342,0.0355895,0.00105619,0.179799,0.0106705,0.0190113,0.0442175
1215.8984,0.0364906,0.001112,0.187379,0.0110365,0.0190099,0.0445568
1216.8627,0.0374465,0.00117968,0.195473,0.0113936,0.0190371,0.0451092
1217.8269,0.038457,0.00126159,0.204109,0.0117107,0.0190919,0.0459564
1218.7911,0.0395203,0.00135373,0.213307,0.0119562,0.0191724,0.0471836
1219.7554,0.0406332,0.00145019,0.223081,0.01211,0.0192762,0.0488718
1220.7196,0.0417909,0.00154792,0.233451,0.0121712,0.0194004,0.0510862
1221.6838,0.0429872,0.00164822,0.244437,0.0121593,0.0195398,0.053862
1222.6481,0.0442166,0.00175447,0.256058,0.0121064,0.0196859,0.0571872
1223.6123,0.0454748,0.00186839,0.268308,0.0120475,0.0198268,0.060988
1224.5765,0.046759,0.00198803,0.281145,0.0120115,0.0199502,0.0651234
1225.5408,0.0480674,0.00210898,0.294472,0.0120182,0.0200465,0.0693978
1226.505,0.0493976,0.00222736,0.308134,0.0120796,0.0201114,0.0735923
1227.4692,0.050746,0.00234192,0.321911,0.0122054,0.0201465,0.0775073
1228.4335,0.052107,0.00245329,0.335522,0.012408,0.020157,0.0810012
1229.3977,0.0534732,0.00256074,0.348635,0.0127053,0.0201501,0.084013
1230.3619,0.0548357,0.00265892,0.360887,0.0131173,0.0201323,0.086561
1231.3262,0.0561847,0.00273705,0.371923,0.0136604,0.0201087,0.0887231
1232.2904,0.0575109,0.00278193,0.381447,0.0143421,0.0200834,0.0906057
1233.2546,0.0588058,0.00278396,0.389269,0.0151618,0.0200608,0.0923133
1234.2189,0.060062,0.00274362,0.395316,0.0161158,0.0200476,0.0939282
1235.1831,0.0612716,0.00267488,0.399634,0.0172014,0.0200554,0.0955014
1236.1473,0.0624244,0.0026027,0.402349,0.0184091,0.0200991,0.0970542
1237.1116,0.0635067,0.00255443,0.403629,0.019703,0.0201921,0.0985818
1238.0758,0.0645008,0.00254799,0.403643,0.020998,0.0203379,0.100056
1239.04,0.0653858,0.0025829,0.402537,0.0221535,0.0205242,0.101431
1240.0043,0.0661371,0.00263974,0.40043,0.0229995,0.020722,0.102648
1240.9685,0.0667256,0.00268982,0.397432,0.0233901,0.020896,0.103656
1241.9327,0.0671173,0.0027105,0.393672,0.0232632,0.0210189,0.10443
1242.897,0.0672754,0.00269778,0.389319,0.0226695,0.0210841,0.104988
1243.8612,0.0671659,0.00266822,0.384577,0.0217528,0.0211081,0.105382
1244.8254,0.0667664,0.00264921,0.37965,0.0206908,0.0211203,0.10568
1245.7897,0.0660735,0.00266361,0.374706,0.0196322,0.0211474,0.10594
1246.7539,0.065107,0.00271817,0.369861,0.0186669,0.0212003,0.1062
1247.7181,0.0639095,0.00280178,0.36518,0.0178396,0.021272,0.106477
1248.6824,0.062541,0.00289254,0.360705,0.0171853,0.0213434,0.106772
1249.6466,0.0610718,0.00296788,0.356475,0.0167523,0.0213939,0.107074
1250.6108,0.0595749,0.00301214,0.352532,0.0165916,0.0214093,0.107341
1251.5751,0.0581199,0.00301971,0.348917,0.0167184,0.021386,0.107482
1252.5393,0.0567677,0.00299559,0.345655,0.0170769,0.0213316,0.107359
1253.5035,0.0555657,0.00295469,0.342741,0.0175359,0.0212646,0.106816
1254.4678,0.0545419,0.00291893,0.340125,0.0179256,0.0212101,0.105727
1255.432,0.053702,0.00291048,0.337692,0.0180949,0.0211919,0.104035
1256.3962,0.0530283,0.00294156,0.335253,0.0179589,0.0212217,0.101766
1257.3605,0.0524862,0.00300583,0.332555,0.0175151,0.0212909,0.0990078
1258.3247,0.0520327,0.00307761,0.329325,0.0168283,0.0213712,0.0958745
1259.2889,0.051629,0.00312214,0.32533,0.0159977,0.0214278,0.0924793
1260.2532,0.0512487,0.00311254,0.320444,0.0151259,0.0214367,0.0889209
1261.2174,0.0508809,0.00304386,0.314672,0.0142959,0.0213985,0.0852806
1262.1816,0.0505265,0.00293501,0.308124,0.0135615,0.0213375,0.0816213
1263.1459,0.0501907,0.00281803,0.30096,0.0129464,0.0212887,0.077988
1264.1101,0.0498764,0.00272281,0.293347,0.0124504,0.0212822,0.0744103
1265.0743,0.0495815,0.00266655,0.285442,0.0120594,0.0213336,0.0709104
1266.0386,0.0492991,0.00265188,0.277397,0.0117538,0.0214445,0.0675095
1267.0028,0.0490204,0.00267073,0.269366,0.0115148,0.0216061,0.0642291
1267.967,0.0487363,0.00270874,0.261504,0.0113232,0.021803,0.0610844
1268.9313,0.0484386,0.00274769,0.25397,0.0111577,0.022013,0.0580778
1269.8955,0.0481209,0.00276758,0.246919,0.0109942,0.0222092,0.0551998
1270.8597,0.0477795,0.00275092,0.240501,0.0108111,0.0223669,0.0524404
1271.824,0.0474154,0.00268957,0.234846,0.0105987,0.0224753,0.0498039
1272.7882,0.0470342,0.00258995,0.230042,0.0103661,0.0225454,0.0473161
1273.7524,0.0466444,0.00247228,0.226112,0.0101389,0.0226088,0.0450178
1274.7167,0.0462547,0.00236279,0.222996,0.00994936,0.022703,0.0429474
1275.6809,0.0458707,0.00228311,0.220557,0.00982178,0.0228541,0.0411228
1276.6451,0.045493,0.0022425,0.218603,0.00976387,0.0230635,0.0395334
1277.6094,0.0451175,0.0022365,0.216912,0.0097657,0.0233083,0.0381438
1278.5736,0.0447369,0.00225162,0.215264,0.00980646,0.0235514,0.0369069
1279.5378,0.0443428,0.0022732,0.21347,0.00986476,0.0237583,0.0357803
1280.5021,0.0439284,0.00229261,0.211389,0.00992758,0.0239109,0.0347395
1281.4663,0.0434906,0.00231106,0.208937,0.00999465,0.0240133,0.0337845
1282.4305,0.043031,0.00233856,0.20608,0.0100772,0.024088,0.0329354
1283.3948,0.0425558,0.00238874,0.202815,0.0101921,0.0241655,0.0322222
1284.359,0.0420739,0.00247106,0.199149,0.0103543,0.0242712,0.0316692
1285.3232,0.0415946,0.00258379,0.195082,0.0105687,0.0244145,0.0312817
1286.2875,0.0411254,0.00271135,0.190606,0.0108271,0.0245834,0.0310417
1287.2517,0.0406711,0.00282908,0.185716,0.0111104,0.0247495,0.0309136
1288.2159,0.0402345,0.00291464,0.180423,0.0113985,0.0248809,0.0308612
1289.1802,0.0398194,0.00296041,0.174763,0.0116819,0.0249596,0.0308661
1290.1444,0.0394319,0.00297914,0.168799,0.0119683,0.0249915,0.0309372
1291.1086,0.0390808,0.00299815,0.1626,0.012277,0.025004,0.0311032
1292.0729,0.0387753,0.00304517,0.156223,0.0126227,0.0250313,0.031394
1293.0371,0.0385221,0.00313427,0.149708,0.0129976,0.0250968,0.0318203
1294.0013,0.0383229,0.00325989,0.143075,0.0133631,0.0252036,0.0323644
1294.9656,0.0381736,0.00340135,0.136349,0.0136623,0.025337,0.0329858
1295.9298,0.0380648,0.00353409,0.129574,0.0138486,0.0254773,0.0336379
1296.894,0.0379843,0.00364035,0.122824,0.0139187,0.0256126,0.0342842
1297.8583,0.0379187,0.00371393,0.11621,0.0139274,0.0257447,0.0349072
1298.8225,0.0378562,0.00375864,0.109865,0.0139714,0.025886,0.0355067
1299.7867,0.0377889,0.00378398,0.10393,0.0141437,0.0260526,0.0360926
1300.751,0.0377135,0.00380157,0.0985289,0.0144804,0.026258,0.03668
1301.7152,0.0376308,0.00382231,0.0937387,0.0149255,0.02651,0.0372853
1302.6794,0.0375415,0.00385295,0.0895639,0.0153353,0.0268082,0.0379221
1303.6437,0.0374409,0.00389246,0.0859261,0.015526,0.0271419,0.0385959
1304.6079,0.0373171,0.0039316,0.0826823,0.0153499,0.0274924,0.0393006
1305.5721,0.0371531,0.00395879,0.0796708,0.0147657,0.0278393,0.0400239
1306.5364,0.0369341,0.00397025,0.076765,0.0138665,0.0281727,0.0407606
1307.5006,0.0366544,0.00397651,0.0739064,0.0128476,0.0284992,0.0415251
1308.4648,0.0363174,0.00399777,0.0711001,0.011925,0.0288352,0.0423504
1309.4291,0.0359308,0.00404911,0.0683796,0.0112519,0.0291883,0.0432699
1310.3933,0.0355016,0.00412611,0.0657698,0.010874,0.0295392,0.0442953
1311.3575,0.0350357,0.00420353,0.063275,0.0107415,0.029844,0.0454065
1312.3218,0.0345445,0.00425102,0.0608927,0.0107628,0.030057,0.0465677
1313.286,0.0340499,0.0042555,0.058634,0.0108641,0.0301641,0.0477583
1314.2502,0.0335818,0.00423093,0.0565234,0.0110198,0.0301952,0.0489931
1315.2145,0.0331667,0.00420453,0.0545733,0.0112373,0.0302031,0.0503093
1316.1787,0.0328144,0.00418767,0.0527527,0.0115164,0.0302203,0.0517249
1317.1429,0.0325135,0.00415471,0.0509779,0.0118179,0.0302282,0.0531982
1318.1072,0.0322406,0.0040492,0.0491408,0.0120683,0.0301644,0.0546247
1319.0714,0.0319778,0.00381838,0.0471617,0.0122013,0.0299682,0.055884
1320.0356,0.0317293,0.00345333,0.0450342,0.0122067,0.0296356,0.0569089
1320.9999,0.0315241,0.0030035,0.0428281,0.0121462,0.029237,0.0577261
1321.9641,0.0314038,0.00255317,0.0406509,0.0121244,0.0288852,0.0584323
1322.9283,0.0314044,0.00217929,0.0385996,0.0122353,0.0286772,0.0591276
1323.8926,0.0315424,0.00192001,0.0367359,0.0125211,0.0286502,0.0598569
1324.8568,0.0318128,0.00176932,0.0350899,0.0129607,0.0287733,0.0605926
1325.821,0.0321946,0.00169356,0.0336792,0.013486,0.0289697,0.0612623
1326.7853,0.0326606,0.00165552,0.032527,0.0140111,0.0291533,0.0617933
1327.7495,0.0331859,0.0016309,0.0316709,0.0144578,0.0292559,0.0621436
1328.7137,0.0337512,0.00161089,0.0311647,0.0147676,0.0292378,0.0623008
1329.678,0.0343418,0.00159662,0.0310762,0.0149071,0.0290859,0.0622627
1330.6422,0.0349456,0.00159753,0.0314834,0.0148766,0.0288168,0.0620267
1331.6064,0.0355562,0.00163924,0.0324666,0.0147277,0.0284903,0.0616056
1332.5707,0.0361768,0.00177355,0.0340931,0.0145734,0.0282198,0.0610539
1333.5349,0.0368221,0.00207568,0.0363968,0.0145705,0.0281575,0.0604686
1334.4991,0.0375097,0.00261948,0.0393512,0.0148693,0.0284454,0.0599399
1335.4634,0.0382435,0.00343427,0.042829,0.0155472,0.0291453,0.0594643
1336.4276,0.0389928,0.00445653,0.0465442,0.0165479,0.030172,0.0588642
1337.3918,0.0396805,0.00550119,0.0500057,0.0176566,0.0312627,0.0577795
1338.3561,0.0401968,0.0062934,0.052569,0.0185504,0.0320354,0.0557996
1339.3203,0.0404512,0.00658968,0.0536632,0.0189495,0.0321667,0.0527284
1340.2845,0.0404344,0.00633027,0.0530951,0.0187972,0.0315985,0.0487919
1341.2488,0.0402344,0.00568517,0.0511525,0.0183084,0.030584,0.0445637
1342.213,0.0399891,0.00494428,0.0483938,0.0178371,0.0295194,0.0406602
1343.1772,0.0398221,0.00436211,0.0453465,0.0176951,0.02873,0.0374875
1344.1415,0.039808,0.00407217,0.0423496,0.0180525,0.028362,0.0351842
1345.1057,0.0399692,0.00408254,0.0395567,0.0189296,0.0283884,0.0336893
1346.0699,0.0402879,0.00431296,0.0370057,0.0202356,0.0286698,0.0328335
1347.0342,0.040722,0.00464524,0.0346877,0.0218286,0.0290309,0.0324124
1347.9984,0.0412234,0.0049728,0.0325942,0.0235826,0.0293327,0.0322429
1348.9626,0.0417534,0.00523552,0.0307404,0.025443,0.0295182,0.0322003
1349.9269,0.0422908,0.00542726,0.0291657,0.0274494,0.0296155,0.0322291
1350.8911,0.0428292,0.00557584,0.0279138,0.0297144,0.0296991,0.0323192
1351.8553,0.0433692,0.00570981,0.0270064,0.0323715,0.0298351,0.0324598
1352.8196,0.0439109,0.00583257,0.0264259,0.0355014,0.0300404,0.0325974
1353.7838,0.0444514,0.00592107,0.0261217,0.0390558,0.0302791,0.0326343
1354.748,0.0449892,0.00595481,0.0260433,0.0428131,0.030505,0.032484
1355.7123,0.0455321,0.0059589,0.0261852,0.0464158,0.0307262,0.0321588
1356.6765,0.0461037,0.00602529,0.0266167,0.0494941,0.0310426,0.0318119
1357.6407,0.0467408,0.00628546,0.0274753,0.051794,0.0316116,0.0316797
1358.605,0.0474815,0.00684425,0.0289286,0.0532107,0.0325548,0.0319453
1359.5692,0.0483446,0.00770571,0.0311144,0.0537252,0.0338491,0.0325978
1360.5334,0.0493051,0.00872247,0.0340608,0.0533401,0.0352555,0.0333554
1361.4977,0.050282,0.00961547,0.0376073,0.0521145,0.0363589,0.0337349
1362.4619,0.0511667,0.0101114,0.0414174,0.0503033,0.0367839,0.0333252
1363.4261,0.0518941,0.0101317,0.045149,0.0484495,0.0364704,0.0321035
1364.3904,0.052491,0.00983981,0.0486528,0.0472926,0.035719,0.030458
1365.3546,0.0530481,0.0094914,0.0519805,0.0475768,0.0349495,0.0288849
1366.3188,0.0536519,0.00925964,0.0552148,0.0499325,0.0344482,0.0277031
1367.2831,0.0543408,0.0091796,0.0583151,0.0548383,0.0342996,0.0269957
1368.2473,0.0551077,0.00919937,0.0610973,0.0626068,0.0344613,0.0267109
1369.2115,0.0559399,0.00926516,0.0633389,0.0734119,0.0348722,0.0267874
1370.1758,0.056865,0.00937294,0.0648997,0.0873788,0.0355083,0.0272132
1371.14,0.0579633,0.00955101,0.0657443,0.104586,0.0363501,0.0279833
1372.1042,0.0593175,0.0097925,0.0658549,0.124689,0.0372907,0.0289941
1373.0685,0.0609088,0.00999959,0.0651535,0.146057,0.0380752,0.0299703
1374.0327,0.0625222,0.0100046,0.0635592,0.165053,0.0383684,0.0305309
1374.9969,0.0637632,0.00967894,0.0611523,0.176796,0.0379608,0.030414
1375.9612,0.0642246,0.00903577,0.0582464,0.17781,0.0369346,0.0296738
1376.9254,0.0636637,0.00821111,0.0552426,0.168123,0.0355925,0.0286227
1377.8896,0.0620434,0.00735121,0.0524256,0.150622,0.0342306,0.0275847
1378.8539,0.0594828,0.00653374,0.0499034,0.129024,0.032993,0.0267184
1379.8181,0.0562312,0.00577947,0.0476918,0.106633,0.0318951,0.0260227
1380.7823,0.0526598,0.00511517,0.045827,0.0859837,0.0309367,0.025459
1381.7466,0.0491867,0.00461762,0.044409,0.0686906,0.0301871,0.0250641
1382.7108,0.0461322,0.00439387,0.043555,0.0553229,0.0297665,0.0249566
1383.675,0.0436095,0.00451066,0.0433191,0.04555,0.0297414,0.025226
1384.6393,0.0415288,0.00492018,0.0436336,0.0385399,0.0300105,0.025789
1385.6035,0.0396898,0.00542552,0.0442939,0.0333733,0.0302638,0.026313
1386.5677,0.0379149,0.00573858,0.0450118,0.029332,0.0300959,0.0263255
1387.532,0.0361623,0.00566118,0.0455726,0.0260488,0.0292927,0.0255478
1388.4962,0.0345351,0.00526189,0.046008,0.0234824,0.0280591,0.0241912
1389.4604,0.0331701,0.00483722,0.0465953,0.0217358,0.026894,0.0228393
1390.4247,0.032133,0.00469995,0.0476812,0.0208774,0.0262523,0.0220488
1391.3889,0.0314068,0.00502175,0.0495162,0.0208714,0.0263426,0.0220929
1392.3531,0.0309304,0.00579532,0.0521656,0.0215622,0.0271122,0.0229301
1393.3174,0.0306285,0.00684813,0.0554611,0.0226527,0.0282911,0.024255
1394.2816,0.0304228,0.00788425,0.059015,0.0237141,0.0294584,0.0255807
1395.2458,0.0302378,0.00858584,0.0623883,0.0243034,0.0301768,0.0264034
1396.2101,0.0300138,0.00875364,0.0653669,0.0241572,0.0301754,0.026417
1397.1743,0.0297244,0.00838482,0.0680919,0.0233003,0.0294503,0.0256292
1398.1385,0.0293871,0.0076372,0.0709054,0.0219803,0.0282219,0.0243032
1399.1028,0.0290587,0.00674199,0.0741137,0.0205251,0.0268218,0.0228239
1400.067,0.028814,0.00592845,0.0779196,0.019233,0.0255845,0.0215756
1401.0313,0.0287145,0.00536706,0.0825231,0.0183095,0.0247543,0.020847
1401.9955,0.0287853,0.00512731,0.088211,0.0178316,0.0244177,0.0207646
1402.9597,0.0290105,0.00515846,0.0952774,0.0177364,0.024478,0.0212728
1403.924,0.0293452,0.00530629,0.103742,0.0178449,0.024692,0.0221664
1404.8882,0.0297404,0.00538131,0.113013,0.0179391,0.024781,0.0231888
1405.8524,0.0301718,0.00526798,0.121815,0.0178807,0.0245932,0.0241796
1406.8167,0.0306561,0.00499733,0.128618,0.0176845,0.0241951,0.0251793
1407.7809,0.0312423,0.00470411,0.132207,0.0174653,0.0237889,0.0263869
1408.7451,0.0319894,0.00451012,0.131881,0.0173099,0.0235376,0.0280101
1409.7094,0.0329479,0.00444702,0.127337,0.0172071,0.0234656,0.0301385
1410.6736,0.0341451,0.00447089,0.11876,0.0170906,0.0234987,0.03271
1411.6378,0.0355722,0.00454189,0.107149,0.0169524,0.0235902,0.0355733
1412.6021,0.0371877,0.00469974,0.0942896,0.0169198,0.0238221,0.038615
1413.5663,0.0389452,0.00506579,0.0820493,0.0172128,0.0243877,0.0418666
1414.5305,0.0408269,0.00576866,0.0715758,0.018015,0.0254679,0.0454987
1415.4948,0.0428452,0.00684902,0.0630638,0.0193519,0.0270951,0.0497046
1416.459,0.0449961,0.00817723,0.0560306,0.0210062,0.0290461,0.0545221
1417.4232,0.0471767,0.00941289,0.0497832,0.0224913,0.0308019,0.0596542
1418.3875,0.049147,0.0101207,0.0439208,0.0232263,0.0317373,0.0644885
1419.3517,0.0506635,0.0100986,0.0386129,0.0229694,0.0316011,0.068547
1420.3159,0.0517062,0.00957747,0.0343024,0.0220526,0.0307687,0.0719735
1421.2802,0.0524992,0.00897624,0.0311722,0.0210317,0.0298493,0.0753252
1422.2444,0.0533215,0.00856339,0.0290341,0.0202451,0.0292022,0.0789404
1423.2086,0.0543591,0.00839226,0.0275706,0.0197448,0.0288722,0.0826186
1424.1729,0.0556775,0.00841776,0.0265526,0.0194573,0.0287755,0.0857403
